device=cpu
step=0 max_u=1.0000e+00 c_mean=3.1689e-02 c_y=3.1689e-02 c_m=0.0000e+00 g_mean=6.3379e-05 p_mean=0.0303 tgf_mean=0.1000 chemo_mean=0.0002 smad_mean=0.0240 erk_mean=0.0940 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6285 model=linear
step=10 max_u=1.0000e+00 c_mean=5.8067e-01 c_y=5.5551e-01 c_m=2.5157e-02 g_mean=5.4920e-03 p_mean=0.4423 tgf_mean=1.0000 chemo_mean=0.0022 smad_mean=0.6916 erk_mean=0.5076 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.7875 a_align_x=0.6295 ac_align_x=0.6308 model=linear
step=20 max_u=1.0000e+00 c_mean=1.6435e+00 c_y=1.5008e+00 c_m=1.4272e-01 g_mean=2.8628e-02 p_mean=0.5114 tgf_mean=1.0000 chemo_mean=0.0040 smad_mean=0.7757 erk_mean=0.5614 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.6333 ac_align_x=0.6393 model=linear
step=30 max_u=1.0000e+00 c_mean=2.6879e+00 c_y=2.3232e+00 c_m=3.6474e-01 g_mean=7.2573e-02 p_mean=0.5202 tgf_mean=1.0000 chemo_mean=0.0056 smad_mean=0.7780 erk_mean=0.5655 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6397 ac_align_x=0.6500 model=linear
step=40 max_u=1.0000e+00 c_mean=3.6979e+00 c_y=3.0233e+00 c_m=6.7466e-01 g_mean=1.3653e-01 p_mean=0.5228 tgf_mean=1.0000 chemo_mean=0.0071 smad_mean=0.7784 erk_mean=0.5659 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6471 ac_align_x=0.6644 model=linear
step=50 max_u=1.0000e+00 c_mean=4.6761e+00 c_y=3.6192e+00 c_m=1.0569e+00 g_mean=2.1955e-01 p_mean=0.5237 tgf_mean=1.0000 chemo_mean=0.0084 smad_mean=0.7786 erk_mean=0.5661 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6553 ac_align_x=0.6832 model=linear
step=60 max_u=1.0000e+00 c_mean=5.6386e+00 c_y=4.1385e+00 c_m=1.5001e+00 g_mean=3.2107e-01 p_mean=0.5241 tgf_mean=1.0000 chemo_mean=0.0095 smad_mean=0.7786 erk_mean=0.5662 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.6660 ac_align_x=0.7037 model=linear
step=70 max_u=1.0000e+00 c_mean=6.5822e+00 c_y=4.5881e+00 c_m=1.9941e+00 g_mean=4.4052e-01 p_mean=0.5243 tgf_mean=1.0000 chemo_mean=0.0105 smad_mean=0.7786 erk_mean=0.5664 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6788 ac_align_x=0.7264 model=linear
step=80 max_u=1.0000e+00 c_mean=7.5099e+00 c_y=4.9791e+00 c_m=2.5308e+00 g_mean=5.7740e-01 p_mean=0.5245 tgf_mean=1.0000 chemo_mean=0.0113 smad_mean=0.7787 erk_mean=0.5665 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6920 ac_align_x=0.7488 model=linear
step=90 max_u=1.0000e+00 c_mean=8.4090e+00 c_y=5.3070e+00 c_m=3.1020e+00 g_mean=7.3109e-01 p_mean=0.5246 tgf_mean=1.0000 chemo_mean=0.0121 smad_mean=0.7787 erk_mean=0.5665 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9625 a_align_x=0.7068 ac_align_x=0.7729 model=linear
step=100 max_u=1.0000e+00 c_mean=9.2848e+00 c_y=5.5844e+00 c_m=3.7003e+00 g_mean=9.0087e-01 p_mean=0.5247 tgf_mean=1.0000 chemo_mean=0.0127 smad_mean=0.7787 erk_mean=0.5666 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.7223 ac_align_x=0.7956 model=linear
step=110 max_u=1.0000e+00 c_mean=1.0139e+01 c_y=5.8188e+00 c_m=4.3198e+00 g_mean=1.0862e+00 p_mean=0.5248 tgf_mean=1.0000 chemo_mean=0.0133 smad_mean=0.7787 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.7376 ac_align_x=0.8171 model=linear
step=120 max_u=1.0000e+00 c_mean=1.0977e+01 c_y=6.0216e+00 c_m=4.9556e+00 g_mean=1.2864e+00 p_mean=0.5249 tgf_mean=1.0000 chemo_mean=0.0138 smad_mean=0.7787 erk_mean=0.5667 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7532 ac_align_x=0.8359 model=linear
step=130 max_u=1.0000e+00 c_mean=1.1797e+01 c_y=6.1935e+00 c_m=5.6039e+00 g_mean=1.5012e+00 p_mean=0.5250 tgf_mean=1.0000 chemo_mean=0.0143 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7699 ac_align_x=0.8531 model=linear
step=140 max_u=1.0000e+00 c_mean=1.2599e+01 c_y=6.3386e+00 c_m=6.2608e+00 g_mean=1.7300e+00 p_mean=0.5251 tgf_mean=1.0000 chemo_mean=0.0147 smad_mean=0.7787 erk_mean=0.5668 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7855 ac_align_x=0.8679 model=linear
step=150 max_u=1.0000e+00 c_mean=1.3389e+01 c_y=6.4660e+00 c_m=6.9235e+00 g_mean=1.9723e+00 p_mean=0.5252 tgf_mean=1.0000 chemo_mean=0.0151 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8006 ac_align_x=0.8812 model=linear
step=160 max_u=1.0000e+00 c_mean=1.4161e+01 c_y=6.5710e+00 c_m=7.5896e+00 g_mean=2.2277e+00 p_mean=0.5252 tgf_mean=1.0000 chemo_mean=0.0154 smad_mean=0.7787 erk_mean=0.5669 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8147 ac_align_x=0.8942 model=linear
step=170 max_u=1.0000e+00 c_mean=1.4917e+01 c_y=6.6597e+00 c_m=8.2569e+00 g_mean=2.4958e+00 p_mean=0.5253 tgf_mean=1.0000 chemo_mean=0.0158 smad_mean=0.7788 erk_mean=0.5670 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8282 ac_align_x=0.9058 model=linear
