device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3329e-02 c_y=3.3329e-02 c_m=0.0000e+00 g_mean=6.6659e-05 p_mean=0.0327 tgf_mean=0.1000 chemo_mean=0.0017 smad_mean=0.0240 erk_mean=0.0941 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6284 model=linear
step=10 max_u=2.8000e+00 c_mean=6.4788e-01 c_y=6.2020e-01 c_m=2.7682e-02 g_mean=6.0575e-03 p_mean=0.4597 tgf_mean=1.0000 chemo_mean=0.0174 smad_mean=0.6951 erk_mean=0.5093 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.8750 a_align_x=0.6297 ac_align_x=0.6316 model=linear
step=20 max_u=2.8000e+00 c_mean=1.7330e+00 c_y=1.5789e+00 c_m=1.5410e-01 g_mean=3.0846e-02 p_mean=0.5322 tgf_mean=1.0000 chemo_mean=0.0321 smad_mean=0.7780 erk_mean=0.5642 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.6337 ac_align_x=0.6416 model=linear
step=30 max_u=2.8000e+00 c_mean=2.7708e+00 c_y=2.3862e+00 c_m=3.8461e-01 g_mean=7.6512e-02 p_mean=0.5426 tgf_mean=1.0000 chemo_mean=0.0455 smad_mean=0.7804 erk_mean=0.5695 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6405 ac_align_x=0.6549 model=linear
step=40 max_u=2.8000e+00 c_mean=3.7656e+00 c_y=3.0650e+00 c_m=7.0055e-01 g_mean=1.4191e-01 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0574 smad_mean=0.7809 erk_mean=0.5711 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6482 ac_align_x=0.6728 model=linear
step=50 max_u=2.8000e+00 c_mean=4.7243e+00 c_y=3.6381e+00 c_m=1.0862e+00 g_mean=2.2602e-01 p_mean=0.5477 tgf_mean=1.0000 chemo_mean=0.0679 smad_mean=0.7811 erk_mean=0.5723 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6570 ac_align_x=0.6950 model=linear
step=60 max_u=2.8000e+00 c_mean=5.6635e+00 c_y=4.1336e+00 c_m=1.5299e+00 g_mean=3.2818e-01 p_mean=0.5486 tgf_mean=1.0000 chemo_mean=0.0770 smad_mean=0.7812 erk_mean=0.5733 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.6678 ac_align_x=0.7199 model=linear
step=70 max_u=2.8000e+00 c_mean=6.5822e+00 c_y=4.5605e+00 c_m=2.0216e+00 g_mean=4.4778e-01 p_mean=0.5491 tgf_mean=1.0000 chemo_mean=0.0847 smad_mean=0.7812 erk_mean=0.5742 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6807 ac_align_x=0.7444 model=linear
step=80 max_u=2.8000e+00 c_mean=7.4890e+00 c_y=4.9355e+00 c_m=2.5535e+00 g_mean=5.8435e-01 p_mean=0.5494 tgf_mean=1.0000 chemo_mean=0.0909 smad_mean=0.7813 erk_mean=0.5749 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6947 ac_align_x=0.7686 model=linear
step=90 max_u=2.8000e+00 c_mean=8.3670e+00 c_y=5.2486e+00 c_m=3.1184e+00 g_mean=7.3732e-01 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.0960 smad_mean=0.7813 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9625 a_align_x=0.7094 ac_align_x=0.7937 model=linear
step=100 max_u=2.8000e+00 c_mean=9.2281e+00 c_y=5.5191e+00 c_m=3.7090e+00 g_mean=9.0602e-01 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1001 smad_mean=0.7813 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7255 ac_align_x=0.8177 model=linear
step=110 max_u=2.8000e+00 c_mean=1.0073e+01 c_y=5.7523e+00 c_m=4.3205e+00 g_mean=1.0900e+00 p_mean=0.5499 tgf_mean=1.0000 chemo_mean=0.1033 smad_mean=0.7813 erk_mean=0.5762 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7402 ac_align_x=0.8414 model=linear
step=120 max_u=2.8000e+00 c_mean=1.0898e+01 c_y=5.9497e+00 c_m=4.9481e+00 g_mean=1.2888e+00 p_mean=0.5499 tgf_mean=1.0000 chemo_mean=0.1056 smad_mean=0.7813 erk_mean=0.5765 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7545 ac_align_x=0.8610 model=linear
step=130 max_u=2.8000e+00 c_mean=1.1691e+01 c_y=6.1044e+00 c_m=5.5871e+00 g_mean=1.5017e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1073 smad_mean=0.7813 erk_mean=0.5767 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7696 ac_align_x=0.8768 model=linear
step=140 max_u=2.8000e+00 c_mean=1.2458e+01 c_y=6.2250e+00 c_m=6.2325e+00 g_mean=1.7280e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1087 smad_mean=0.7813 erk_mean=0.5768 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7854 ac_align_x=0.8893 model=linear
step=150 max_u=2.8000e+00 c_mean=1.3202e+01 c_y=6.3211e+00 c_m=6.8805e+00 g_mean=1.9670e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1098 smad_mean=0.7813 erk_mean=0.5769 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7996 ac_align_x=0.8993 model=linear
step=160 max_u=2.8000e+00 c_mean=1.3919e+01 c_y=6.3908e+00 c_m=7.5284e+00 g_mean=2.2182e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1107 smad_mean=0.7812 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8146 ac_align_x=0.9085 model=linear
step=170 max_u=2.8000e+00 c_mean=1.4604e+01 c_y=6.4317e+00 c_m=8.1725e+00 g_mean=2.4808e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1115 smad_mean=0.7812 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8296 ac_align_x=0.9192 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5280e+01 c_y=6.4693e+00 c_m=8.8109e+00 g_mean=2.7543e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1123 smad_mean=0.7812 erk_mean=0.5771 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8436 ac_align_x=0.9302 model=linear
step=190 max_u=2.8000e+00 c_mean=1.5956e+01 c_y=6.5122e+00 c_m=9.4439e+00 g_mean=3.0385e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1130 smad_mean=0.7812 erk_mean=0.5771 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8555 ac_align_x=0.9405 model=linear
step=200 max_u=2.8000e+00 c_mean=1.6635e+01 c_y=6.5624e+00 c_m=1.0072e+01 g_mean=3.3334e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1136 smad_mean=0.7812 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8665 ac_align_x=0.9490 model=linear
step=210 max_u=2.8000e+00 c_mean=1.7309e+01 c_y=6.6121e+00 c_m=1.0697e+01 g_mean=3.6388e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1141 smad_mean=0.7812 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8760 ac_align_x=0.9559 model=linear
step=220 max_u=2.8000e+00 c_mean=1.7977e+01 c_y=6.6596e+00 c_m=1.1317e+01 g_mean=3.9545e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1144 smad_mean=0.7812 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8845 ac_align_x=0.9614 model=linear
step=230 max_u=2.8000e+00 c_mean=1.8630e+01 c_y=6.6968e+00 c_m=1.1933e+01 g_mean=4.2803e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1147 smad_mean=0.7812 erk_mean=0.5773 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8915 ac_align_x=0.9668 model=linear
step=240 max_u=2.8000e+00 c_mean=1.9273e+01 c_y=6.7302e+00 c_m=1.2543e+01 g_mean=4.6157e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1149 smad_mean=0.7812 erk_mean=0.5773 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8981 ac_align_x=0.9726 model=linear
