device=cpu
step=0 max_u=2.8000e+00 c_mean=3.3329e-02 c_y=3.3329e-02 c_m=0.0000e+00 g_mean=6.6659e-05 p_mean=0.0327 tgf_mean=0.1000 chemo_mean=0.0017 smad_mean=0.0240 erk_mean=0.0941 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.0000 a_align_x=0.6285 ac_align_x=0.6284 model=linear
step=10 max_u=2.8000e+00 c_mean=6.4788e-01 c_y=6.2020e-01 c_m=2.7682e-02 g_mean=6.0575e-03 p_mean=0.4597 tgf_mean=1.0000 chemo_mean=0.0174 smad_mean=0.6951 erk_mean=0.5093 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.8750 a_align_x=0.6297 ac_align_x=0.6316 model=linear
step=20 max_u=2.8000e+00 c_mean=1.7330e+00 c_y=1.5789e+00 c_m=1.5410e-01 g_mean=3.0846e-02 p_mean=0.5322 tgf_mean=1.0000 chemo_mean=0.0321 smad_mean=0.7780 erk_mean=0.5642 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.6337 ac_align_x=0.6416 model=linear
step=30 max_u=2.8000e+00 c_mean=2.7708e+00 c_y=2.3862e+00 c_m=3.8461e-01 g_mean=7.6511e-02 p_mean=0.5426 tgf_mean=1.0000 chemo_mean=0.0455 smad_mean=0.7804 erk_mean=0.5695 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6405 ac_align_x=0.6549 model=linear
step=40 max_u=2.8000e+00 c_mean=3.7665e+00 c_y=3.0659e+00 c_m=7.0059e-01 g_mean=1.4192e-01 p_mean=0.5460 tgf_mean=1.0000 chemo_mean=0.0574 smad_mean=0.7809 erk_mean=0.5711 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6482 ac_align_x=0.6728 model=linear
step=50 max_u=2.8000e+00 c_mean=4.7269e+00 c_y=3.6404e+00 c_m=1.0865e+00 g_mean=2.2607e-01 p_mean=0.5477 tgf_mean=1.0000 chemo_mean=0.0679 smad_mean=0.7811 erk_mean=0.5723 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6570 ac_align_x=0.6950 model=linear
step=60 max_u=2.8000e+00 c_mean=5.6663e+00 c_y=4.1359e+00 c_m=1.5304e+00 g_mean=3.2829e-01 p_mean=0.5486 tgf_mean=1.0000 chemo_mean=0.0770 smad_mean=0.7812 erk_mean=0.5733 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9750 a_align_x=0.6678 ac_align_x=0.7200 model=linear
step=70 max_u=2.8000e+00 c_mean=6.5844e+00 c_y=4.5620e+00 c_m=2.0224e+00 g_mean=4.4793e-01 p_mean=0.5491 tgf_mean=1.0000 chemo_mean=0.0847 smad_mean=0.7812 erk_mean=0.5742 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6807 ac_align_x=0.7444 model=linear
step=80 max_u=2.8000e+00 c_mean=7.4894e+00 c_y=4.9350e+00 c_m=2.5543e+00 g_mean=5.8453e-01 p_mean=0.5495 tgf_mean=1.0000 chemo_mean=0.0910 smad_mean=0.7813 erk_mean=0.5749 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.6947 ac_align_x=0.7686 model=linear
step=90 max_u=2.8000e+00 c_mean=8.3662e+00 c_y=5.2472e+00 c_m=3.1190e+00 g_mean=7.3748e-01 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.0960 smad_mean=0.7813 erk_mean=0.5754 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9625 a_align_x=0.7094 ac_align_x=0.7937 model=linear
step=100 max_u=2.8000e+00 c_mean=9.2274e+00 c_y=5.5179e+00 c_m=3.7095e+00 g_mean=9.0616e-01 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1001 smad_mean=0.7813 erk_mean=0.5759 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7255 ac_align_x=0.8177 model=linear
step=110 max_u=2.8000e+00 c_mean=1.0074e+01 c_y=5.7534e+00 c_m=4.3209e+00 g_mean=1.0902e+00 p_mean=0.5499 tgf_mean=1.0000 chemo_mean=0.1033 smad_mean=0.7813 erk_mean=0.5762 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7403 ac_align_x=0.8414 model=linear
step=120 max_u=2.8000e+00 c_mean=1.0902e+01 c_y=5.9534e+00 c_m=4.9487e+00 g_mean=1.2890e+00 p_mean=0.5499 tgf_mean=1.0000 chemo_mean=0.1056 smad_mean=0.7813 erk_mean=0.5765 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7545 ac_align_x=0.8610 model=linear
step=130 max_u=2.8000e+00 c_mean=1.1703e+01 c_y=6.1140e+00 c_m=5.5885e+00 g_mean=1.5021e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1073 smad_mean=0.7813 erk_mean=0.5767 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7696 ac_align_x=0.8768 model=linear
step=140 max_u=2.8000e+00 c_mean=1.2476e+01 c_y=6.2407e+00 c_m=6.2354e+00 g_mean=1.7287e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1087 smad_mean=0.7813 erk_mean=0.5768 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7854 ac_align_x=0.8893 model=linear
step=150 max_u=2.8000e+00 c_mean=1.3228e+01 c_y=6.3425e+00 c_m=6.8855e+00 g_mean=1.9681e+00 p_mean=0.5498 tgf_mean=1.0000 chemo_mean=0.1098 smad_mean=0.7813 erk_mean=0.5769 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.7996 ac_align_x=0.8994 model=linear
step=160 max_u=2.8000e+00 c_mean=1.3959e+01 c_y=6.4231e+00 c_m=7.5363e+00 g_mean=2.2200e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1107 smad_mean=0.7812 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8145 ac_align_x=0.9085 model=linear
step=170 max_u=2.8000e+00 c_mean=1.4658e+01 c_y=6.4732e+00 c_m=8.1847e+00 g_mean=2.4835e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1116 smad_mean=0.7812 erk_mean=0.5770 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8295 ac_align_x=0.9193 model=linear
step=180 max_u=2.8000e+00 c_mean=1.5345e+01 c_y=6.5169e+00 c_m=8.8281e+00 g_mean=2.7581e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1123 smad_mean=0.7812 erk_mean=0.5771 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8435 ac_align_x=0.9302 model=linear
step=190 max_u=2.8000e+00 c_mean=1.6034e+01 c_y=6.5674e+00 c_m=9.4670e+00 g_mean=3.0438e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1130 smad_mean=0.7812 erk_mean=0.5771 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8554 ac_align_x=0.9406 model=linear
step=200 max_u=2.8000e+00 c_mean=1.6716e+01 c_y=6.6140e+00 c_m=1.0102e+01 g_mean=3.3402e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1137 smad_mean=0.7812 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8664 ac_align_x=0.9490 model=linear
step=210 max_u=2.8000e+00 c_mean=1.7386e+01 c_y=6.6546e+00 c_m=1.0731e+01 g_mean=3.6471e+00 p_mean=0.5497 tgf_mean=1.0000 chemo_mean=0.1143 smad_mean=0.7812 erk_mean=0.5772 infl_mean=0.0000 scar_mean=0.0000 myo_frac=0.9875 a_align_x=0.8760 ac_align_x=0.9560 model=linear
step=220 max_u=2.8000e+00 c_mean=1.8050e+01 c_y=6.6938e+00 c_m=1.1356e+01 g_mean=3.9642e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1147 smad_mean=0.7812 erk_mean=0.5773 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8844 ac_align_x=0.9614 model=linear
step=230 max_u=2.8000e+00 c_mean=1.8694e+01 c_y=6.7201e+00 c_m=1.1974e+01 g_mean=4.2912e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1150 smad_mean=0.7812 erk_mean=0.5773 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8915 ac_align_x=0.9669 model=linear
step=240 max_u=2.8000e+00 c_mean=1.9331e+01 c_y=6.7450e+00 c_m=1.2586e+01 g_mean=4.6277e+00 p_mean=0.5496 tgf_mean=1.0000 chemo_mean=0.1153 smad_mean=0.7812 erk_mean=0.5773 infl_mean=0.0000 scar_mean=0.0000 myo_frac=1.0000 a_align_x=0.8981 ac_align_x=0.9726 model=linear
